,time,s1,s2,s3,s4,0
0,0.0,406.82111396201464,414.7303999984189,373.1264427778008,375.7492306189309,392.6067968392913
1,0.999000072479248,393.7796045084284,390.73040000080533,363.5689207384714,365.3646151843727,378.3608851080195
2,2.9860000610351562,370.9569629643436,378.73040000017966,360.3830800585339,358.44153822791316,367.12799531274254
3,5.856000185012817,362.80601955588304,378.7303999983607,360.3830800585339,353.2492305108964,363.79218253091847
4,6.855000019073486,369.32677428255266,390.73040000080533,363.5689207384714,358.4415382281755,370.5169083125012
5,7.855000019073486,392.14941582663744,402.7303999996121,376.3122834572554,368.82615366247137,385.00456323649405
6,8.855000019073486,414.9720573704752,414.73040000023786,385.86980549706766,384.403076814571,399.993834920588
7,10.718000173568726,413.34186868893136,390.73040000080533,373.1264427778008,382.67230757539056,389.967754760732
8,12.284000158309937,372.5871516461345,390.7303999989864,354.011398699142,351.5184612717159,367.2118529039947
9,13.282999992370605,351.5033780292604,390.7303999989864,350.8255580192045,341.1338458371577,358.54829547115224
10,15.425000190734863,357.9154535107573,378.73040000017966,360.3830800585339,348.05692279361733,361.27146409077204
11,17.02500009536743,382.368283736386,390.73040000080533,369.94060209786335,370.55692290165194,378.39905218417664
12,18.485000133514404,416.60224605201904,426.73039999904466,376.3122834572554,382.67230757539056,400.57930927092735
13,20.491000175476074,397.0399818717632,390.73040000080533,366.75476141840886,368.8261536627337,380.8378242384278
14,21.490000009536743,370.9569629643436,378.73040000017966,357.1972393790794,354.9799997500769,365.46615052341986
15,22.48900008201599,356.39394407438607,378.7303999983607,350.8255580192045,341.1338458371577,356.77093698227725
16,23.48800015449524,362.80601955588304,366.7303999995539,354.011398699142,348.05692279361733,357.90118526204907
17,26.53600001335144,398.67017055355416,390.73040000080533,373.12644277731783,377.47999985811146,385.0017532974472
18,28.032999992370605,397.0399818717632,414.7303999984189,376.3122834572554,379.2107690972919,391.82335860618235
19,29.032000064849854,397.0399818717632,390.73040000080533,363.5689207384714,365.3646151843727,379.1759794488532
20,30.0310001373291,385.6286610997208,402.7303999996121,357.1972393790794,354.97999974981445,375.13407505705663
21,31.02999997138977,372.5871516461345,366.7303999995539,360.3830800585339,354.97999974981445,363.6701578635092
22,32.985000133514404,367.69658560100874,378.73040000017966,354.011398699142,351.5184612717159,362.98921139301154
23,34.53700017929077,372.5871516461345,378.73040000017966,357.19723937859646,358.4415382281755,366.7390823132715
24,35.98399996757507,390.51922714484647,390.73040000080533,376.3122834572554,372.28769214083235,382.4624006859349
25,36.98399996757507,395.4097931899722,414.7303999984189,376.3122834572554,372.28769214083235,389.68504219661975
26,37.98300004005432,395.4097931902194,390.73040000080533,379.4981241371928,372.28769214083235,384.48150236726246
27,39.402000188827515,393.7796045081813,402.7303999996121,360.3830800585339,361.9030767062741,379.6990403181503
28,41.01700019836426,369.32677428255266,390.7303999989864,357.19723937859646,353.2492305108964,367.62591104275793
29,42.01700019836426,366.06639691921777,378.73040000017966,357.1972393790794,354.9799997500769,364.24350901213836
30,43.01700019836426,372.5871516461345,390.73040000080533,357.19723937859646,351.5184612717159,368.0083130743131
31,44.01600003242493,385.6286610997208,390.73040000080533,363.5689207384714,356.710768988995,374.15968770699817
32,45.415000200271606,388.88903846330265,390.73040000080533,369.94060209786335,374.0184613800128,380.894625485496
33,48.17700004577637,383.99847241792975,390.7303999989864,360.3830800585339,354.97999974981445,372.5229880563161
34,49.17700004577637,372.5871516461345,402.7303999996121,357.19723937859646,353.2492305108964,371.44100538380985
35,50.17700004577637,370.9569629643436,390.73040000080533,360.3830800585339,354.97999974981445,369.2626106933743
36,51.176000118255615,387.2588497815117,402.7303999996121,366.75476141840886,363.63384594519226,380.0944642861812
37,52.943000078201294,388.8890384630556,390.73040000080533,360.3830800585339,363.63384594519226,375.9090911168968
38,54.48100018501282,377.4777176912602,390.73040000080533,360.3830800585339,358.4415382281755,371.7581839946937
39,55.480000019073486,369.3267742827997,390.73040000080533,363.5689207384714,356.710768988995,370.0842160027679
40,57.015000104904175,379.1079063730512,390.73040000080533,369.94060209786335,363.63384594545454,375.8531886042936
41,58.01400017738342,400.300359235098,402.7303999996121,376.3122834577383,368.8261536627337,387.0422990887955
42,59.43300008773804,405.19092528022367,402.7303999996121,366.7547614179259,370.55692290165194,386.30825239985336
43,61.00699996948242,366.06639691921777,378.73040000017966,350.8255580192045,354.9799997500769,362.65058867216965
44,62.00600004196167,362.80601955588304,366.7303999995539,357.1972393790794,348.05692279361733,358.6976454320334
45,63.00500011444092,361.17583087409207,378.73040000017966,354.011398699142,346.3261535544368,360.06094578196263
46,64.00400018692017,369.32677428255266,402.7303999996121,366.7547614179259,354.97999974981445,373.44798386247624
47,65.43700003623962,390.5192271450936,402.7303999996121,366.7547614179259,368.8261536627337,382.20763555634136
48,68.19400000572205,387.2588497815117,390.73040000080533,363.5689207384714,361.9030767062741,375.86531180676565
49,69.1930000782013,377.4777176912602,390.73040000080533,360.3830800585339,354.9799997500769,370.89279937516903
50,70.19200015068054,370.9569629643436,378.73040000017966,360.3830800585339,354.9799997500769,366.2626106932835
51,71.19200015068054,370.9569629643436,390.73040000080533,363.5689207384714,356.710768988995,370.4917631731538
52,73.03400015830994,397.0399818717632,402.7303999996121,373.1264427778008,370.55692290165194,385.863436887707
53,74.5550000667572,406.82111396201464,402.7303999996121,373.1264427778008,377.47999985784907,390.03948914931914
54,75.55400013923645,395.4097931899722,390.73040000080533,369.94060209786335,367.0953844235533,380.79404492804855
55,78.17600011825562,361.17583087409207,378.73040000017966,357.19723937859646,349.78769203253546,361.7227905713509
56,79.17500019073486,357.9154535107573,366.7303999995539,354.011398699142,351.5184612717159,357.5439283702923
57,80.70600008964539,370.9569629643436,378.73040000017966,350.8255580192045,354.9799997500769,363.87323018345114
58,82.30700016021729,385.6286610997208,390.7303999989864,376.3122834577383,368.8261536627337,380.3743745547948
59,83.30599999427795,403.5607365986799,426.73039999904466,376.3122834572554,374.0184613797505,395.1554703586826
60,84.30599999427795,403.5607365986799,402.7303999996121,376.3122834577383,375.7492306189309,389.58816266874027
61,85.3050000667572,398.6701705533071,390.73040000080533,366.7547614179259,368.8261536627337,381.245371408693
62,88.42900013923645,370.9569629643436,402.7303999996121,357.1972393790794,353.2492305108964,371.03345821348285
63,90.57100009918213,380.738095054595,390.73040000080533,366.7547614179259,358.44153822791316,374.16619867530983
64,91.57100009918213,383.9984724181769,390.73040000080533,366.7547614179259,356.710768988995,374.5486007064758
65,92.57000017166138,377.4777176912602,390.7303999989864,363.5689207384714,361.9030767062741,373.420028783748
66,93.56900000572205,382.368283736386,378.73040000017966,369.94060209786335,365.3646151843727,374.1009752547004
67,95.4079999923706,392.14941582663744,390.7303999989864,369.94060209786335,367.0953844235533,379.9789505867601
68,98.30599999427795,364.43620823742685,366.7303999995539,357.1972393790794,353.2492305108964,360.40326953173917
69,99.30599999427795,361.17583087409207,354.73039999892814,354.011398699142,349.78769203253546,354.9263304011744
70,100.3050000667572,361.17583087409207,390.7303999989864,357.1972393790794,353.2492305108964,365.58817519076354
71,101.3050000667572,372.5871516461345,402.7303999996121,366.75476141840886,360.1723074670937,375.56115513281225
72,102.94600009918213,401.93054791688894,402.7303999996121,379.4981241371928,377.47999985811146,390.40976797795133
73,104.51999998092651,414.9720573704752,402.7303999996121,379.4981241371928,382.67230757539056,394.9682222706677
74,105.51999998092651,413.34186868868426,402.7303999996121,366.7547614179259,375.7492306189309,389.6440651812883
75,107.06100010871887,369.3267742827997,390.7303999989864,350.8255580192045,351.5184612717159,365.6002983931766
76,108.06000018119812,344.98262330259075,390.7303999989864,350.8255580192045,339.4030765982396,356.48541447975526
77,109.69700002670288,338.4618685756741,354.73039999892814,357.19723937859646,339.4030765982396,347.4481461378595
78,111.28800010681152,405.19092528022367,414.73040000023786,385.8698054965848,382.67230757539056,397.11585958810923
79,112.28700017929077,421.4928120971448,414.73040000023786,385.8698054965848,391.32615377076826,403.35479284118395
80,113.28600001335144,401.93054791688894,390.73040000080533,369.94060209786335,379.2107690970296,385.45307977814684
81,114.28700017929077,392.14941582663744,402.7303999996121,363.5689207384714,367.0953844235533,381.38603024706856
82,116.02300000190735,362.80601955588304,390.7303999989864,347.6397173392671,341.1338458371577,360.57749568282355
83,119.33400011062622,393.7796045081813,402.7303999996121,369.94060209786335,374.0184613800128,385.11726699641736
84,120.33300018310547,403.5607365984328,402.7303999996121,373.1264427778008,377.47999985811146,389.22439480848925
85,121.33200001716614,401.93054791688894,402.7303999996121,369.94060209786335,375.7492306189309,387.5876951583238
86,122.33100008964539,382.368283736386,378.73040000017966,363.5689207384714,356.710768988995,370.344593366008
87,123.94200015068054,359.5456421925482,366.7303999995539,360.3830800585339,346.3261535544368,358.24631895126817
88,125.51100015640259,366.06639691921777,390.73040000080533,357.19723937859646,354.97999974981445,367.24350901210846
89,126.50999999046326,388.88903846330265,390.73040000080533,363.5689207384714,365.3646151843727,377.13824359673805
90,127.9300000667572,400.300359235098,390.73040000080533,366.7547614179259,367.0953844235533,381.22022626934563
91,128.9300000667572,393.7796045081813,390.73040000080533,363.5689207384714,365.3646151843727,378.3608851079577
92,130.5400002002716,377.4777176912602,402.7303999996121,363.5689207384714,356.710768988995,375.1219518545847
93,132.04100012779236,364.43620823742685,390.7303999989864,363.5689207384714,360.1723074670937,369.7269591104946
